id,parkId,cost,description,title
441,405,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
442,405,15.0,"If you enter the park on a bicycle or on foot and are at least 16 years old, you need your own entrance pass. Children under the age of 16 don't need an entrance pass.",Entrance - Per Person
443,414,25.0,"This pass covers the pass holder and up to 15 passengers of a single, private (non-commercial) vehicle at both Sunset Crater Volcano and Wupatki National Monuments for 1-7 days.",Entrance - Private Vehicle
444,414,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers to both Sunset Crater and Wupatki National Monument.",Entrance - Motorcycle
445,414,15.0,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. Good for both Sunset Crater and Wupatki National Monuments for 1-7 days. A pass is not required for individuals 15 or younger.",Entrance - Per Person
446,414,15.0,The per person fee is charged for non-commercial groups up to the point that it exceeds the cost of the commercial rate for the same size vehicle.,Entrance - Non-commercial Groups
447,414,0.0,Bona fide educational institutions visiting for non-recreational purposes whose visit pertains directly to established curriculum are exempt from paying entry fees. Apply for an educational fee waiver at least 4 weeks in advance by submitting an educational fee waiver. Please see the below link to access the waiver.,Entrance - Education/Academic Groups
448,414,28.0,"Covers occupants of a vehicle with an occupancy of 1-6 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",Commercial Entrance - Sedan
449,414,40.0,"Covers occupants of a vehicle with an occupancy of 7-15 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",Commercial Entrance - Van
450,414,100.0,"Covers occupants of a vehicle with an occupancy of 16+ individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",Commercial Entrance - Motor Coach
451,419,12.0,"Museum visits are by guided tour only. Due to limited space on each guided tour, pre-paid reservations are strongly recommended. Tours scheduled hourly, beginning at 9:30 a.m. weekdays and 11:30 p.m. weekends. Last tour at 3:30 p.m. For groups of ten or more, advance reservations are required. Minimum two weeks' notice, please. Call 716-884-0095.",Timed Entry Reservation - Location
452,421,30.0,"Valid for 7 days for all persons traveling in a single, private, non-commercial vehicle.",Entrance - Private Vehicle
453,421,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
454,421,15.0,"Valid for 7 days for a visitor traveling on foot, bicycle, horse, or other non-motorized means of travel.",Entrance - Per Person
455,421,50.0,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Van
456,421,60.0,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Mini-bus
457,421,150.0,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Motor Coach
458,423,10.0,"THIS GUIDED WALKING TOUR IS FOR Elementary, Middle, and College Groups to learn about Thomas Edison’s West Orange Laboratory as a working invention factory where ideas became products, and those products became industries we all enjoy today.",Entrance - Education/Academic Groups
459,423,15.0,"Children 15 and under free of charge. Visitors may pay the fee on the day of their visit at the visitor center, or may choose to pay it online via Recreation.gov. Visitors to Glenmont and the Edison home must also pay this entrance fee. Credit or debt card payments only.",Entrance - Per Person
460,426,12.0,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. Tickets are between $2.00 and $12.00 depending on age and are 50% off for the passholder only with a Senior or Access Pass.
This tour spends 55 minutes inside of the cave system with a ranger walking along a 1/3 mile trail. There are multiple stairs and places you must bend and twist. Visitors on this tour will see Hansen Cave, Middle Cave, and Timpanogos Cave.",Timed Entry Reservation - Location
461,426,17.0,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. 
Spend an hour inside the Timpanogos Cave System with a ranger on a lantern guided tour. Discover what early explorers experienced as they traveled through the dark passages of the cave. Hear stories of early exploration and marvel at the cave’s geology by the glow of your lantern and experience the caves in a way that hasn't been done in decades.

This tour is limited to those 7 years of age and older.",Timed Entry Reservation - Location
462,426,22.0,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. With a helmet and headlamp you are ready to experience Hansen Cave in its natural state. With a ranger, you'll scramble and sometimes even crawl on the trail leading to Hansen Cave Lake, along the same route Martin Hansen conducted tours in the late 1800s. The tour is considered strenuous. Must be 14 years of age or older to participate.",Timed Entry Reservation - Location
463,428,10.0,Tonto National Monument charges a fee to all visitors hiking to the Lower or Upper Cliff Dwelling. Tour reservations are required to visit the Upper Cliff Dwelling. The Lower Cliff Dwelling is open September through May 8:00 am to 4:00 pm and June through August 8:00 am to noon. Credit and Debit only,Entrance - Per Person
464,428,0.0,Education groups may be granted an educational fee waiver. All requests and documentation must be submitted at least 2 weeks in advance of the school's planned visit.,Entrance - Education/Academic Groups
465,433,10.0,The park entrance fee is $10.00 per adult (age 16 or older) and is good for 7 days. The entrance pass is valid for seven days.,Entrance - Per Person
466,433,0.0,Accredited school groups coming for educational purposes are exempt from the normal entrance fees.,Entrance - Education/Academic Groups
467,437,10.0,"Tuzigoot Entrance Fee - Per Adult - $10.00

This entrance fee covers one adult, aged 16 and over, for entrance to Montezuma Castle and Tuzigoot National Monuments for 7 days.",Entrance - Per Person
468,440,25.0,The entrance fee for a private vehicle covers seven consecutive days of entrance to Valles Caldera National Preserve.,Entrance - Private Vehicle
469,440,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
470,440,15.0,The per-person entrance fee covers seven consecutive days of entrance to Valles Caldera National Preserve.,Entrance - Per Person
471,442,15.0,Entrance to the Vanderbilt Mansion is by guided tour only.,Entrance - Per Person
472,443,20.0,"This pass admits the driver and all passengers in a private, non-commercial vehicle to the park.",Entrance - Private Vehicle
473,443,15.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. The park requires all visitors to pay an entrance fee except children under 16 years of age.",Entrance - Motorcycle
474,443,10.0,"Good for 7 days 

You are purchasing a digital site pass that is valid only for weekly entrance fees at Vicksburg National Military Park. The park requires all visitors to pay an entrance fee except children under 16 years of age.  The pass covers entry for one pedestrian or cyclist.",Entrance - Per Person
475,443,0.0,"$10 per person, not to exceed commercial group rate.",Entrance - Non-commercial Groups
476,443,25.0,$25.00 plus $10 per passenger (not to exceed $40).,Commercial Entrance - Sedan
477,443,40.0,As provided by non-NPS charter tour companies.,Commercial Entrance - Van
478,443,40.0,As provided by non-NPS charter tour companies.,Commercial Entrance - Mini-bus
479,443,100.0,As provided by non-NPS charter tour companies.,Commercial Entrance - Motor Coach
480,449,25.0,"This pass covers the pass holder and up to 15 passengers of a single, private (non-commercial) vehicle at Walnut Canyon National Monuments for 1-7 days.",Entrance - Private Vehicle
481,449,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
482,449,15.0,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. Good for Walnut Canyon National Monument for 1-7 days. A pass is not required for individuals 15 or younger.",Entrance - Per Person
483,449,15.0,Non-commercial groups pay the per person fee up until the cost exceeds that of the commercial rate for the same size vehicle.,Entrance - Non-commercial Groups
484,449,0.0,Bona fide educational institutions visiting for non-recreational purposes whose visit pertains directly to established curriculum are exempt from paying entry fees. Apply for an educational fee waiver at least 4 weeks in advance by submitting an educational fee waiver. Please see the below link to access the waiver.,Entrance - Education/Academic Groups
485,449,28.0,"Covers occupants of a vehicle with an occupancy of 1-6 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",Commercial Entrance - Sedan
486,449,40.0,"Covers occupants of a vehicle with an occupancy of 7-15 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",Commercial Entrance - Van
487,449,100.0,"Covers occupants of a vehicle with an occupancy of 16+ individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",Commercial Entrance - Motor Coach
488,451,1.0,"Advance reservations open 30 days before the tour date. Additional reservations open 24 hours in advance of the tour date. Advance reservations carry a $1 non-refundable processing fee. Free, same-day, walk-up reservations are available at the Washington Monument Lodge starting at 8:45 am. Maximum 6 tickets per customer. Tickets typically sell out.
Group tours must reserve in advance at recreation.gov, maximum 55 tickets. Same-day tickets are not available for group tours.",Timed Entry Reservation - Park
489,455,15.0,"Admits one individual with no motor vehicle (bicyclist, hiker, pedestrian). Youth 15 and under are admitted free of charge. Good for 7 days. For more information visit https://www.recreation.gov/sitepass/74295.",Entrance - Per Person
490,455,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. For more information visit https://www.recreation.gov/sitepass/74295.",Entrance - Motorcycle
491,455,25.0,"Admits one private, non-commercial vehicle (15-passenger capacity or less) and all occupants. Good for 7 days at Whiskeytown National Recreation Area only. For more information visit https://www.recreation.gov/sitepass/74295.",Entrance - Private Vehicle
492,456,25.0,"Per vehicle fee is charged to visitors for entry by a single, private non-commercial vehicle. Entrance fees are valid for reentry for seven consecutive days from the date of purchase.",Entrance - Private Vehicle
493,456,15.0,"Per person fee is charged to visitors for entry by means other than a single, private non-commercial vehicle. This includes, but is not limited to, individuals who enter the park by walking and bicycling. Entrance fees are valid for reentry for seven consecutive days from the date of purchase.",Entrance - Per Person
494,456,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
495,456,50.0,Commercial bus/van tours are charged a flat rate based on the capacity of the vehicle (not the number of persons on board).,Commercial Entrance - Van
496,456,60.0,Commercial bus/van tours are charged a flat rate based on the capacity of the vehicle (not the number of persons on board).,Commercial Entrance - Mini-bus
497,456,150.0,Commercial bus/van tours are charged a flat rate based on the capacity of the vehicle (not the number of persons on board).,Commercial Entrance - Motor Coach
498,467,10.0,"Fee is charged per-person, NOT per vehicle. Ages 15 and younger are free of charge.",Entrance - Per Person
499,467,25.0,$25 plus $7 per person.  Sedans have a capacity of 1-6 people.,Commercial Entrance - Sedan
500,467,40.0,A flat fee for all Van/ Small Bus with a seating capacity of 7-16 passengers,Commercial Entrance - Van
501,467,40.0,Fee is charged for any commercial vehicle with a capacity of 16-25 individuals.,Commercial Entrance - Mini-bus
502,467,100.0,Fees charged for commercial vehicles with a capacity of over 26 individuals.,Commercial Entrance - Motor Coach
503,467,0.0,Structured educational visits that serve a curriculum need for a class may apply for a waiver for entrance fees in advance.,Entrance - Education/Academic Groups
504,468,25.0,This fee covers the occupants of one private vehicle for seven days at both Sunset Crater Volcano and Wupatki National Monuments.,Entrance - Private Vehicle
505,468,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers to both Sunset Crater Volcano and Wupatki National Monuments.",Entrance - Motorcycle
506,468,15.0,This fee covers entry for one bicyclist or pedestrian for seven days at both Sunset Crater Volcano and Wupatki National Monuments.,Entrance - Per Person
507,468,15.0,"Non-commercial groups are charged the per-person entrance fee of $15 for all persons 16yrs and over, not to exceed the commercial rate for the size of vehicle entering the monument.",Entrance - Non-commercial Groups
508,468,0.0,"Educational groups visiting the monument for a curriculum related visit should apply for an Academic Fee Waiver. If no fee waiver is obtained, educational groups will be charged as non-commercial groups.",Entrance - Education/Academic Groups
509,468,28.0,This fee covers the occupants of one commercial sedan for one day at both Sunset Crater Volcano and Wupatki National Monuments.,Commercial Entrance - Sedan
510,468,40.0,This fee covers the occupants of one commercial van for one day at both Sunset Crater Volcano and Wupatki National Monuments.,Commercial Entrance - Van
511,468,100.0,This fee covers the occupants of one commercial bus for one day at both Sunset Crater Volcano and Wupatki National Monuments.,Commercial Entrance - Motor Coach
512,468,100.0,https://www.nps.gov/wupa/planyourvisit/fees.htm,Commercial Entrance - Mini-bus
513,469,35.0,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Vehicles must be private, non-commercial, and with a seating capacity of 15 or less.",Entrance - Private Vehicle
514,469,20.0,"Non-commercial group (e.g. church groups, scouts) traveling in a vehicle with a capacity of 16 or more people. Cost is per person. Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase.",Entrance - Non-commercial Groups
515,469,30.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
516,469,30.0,Valid for 7 days. Admits up to 2 snowmobiles with up to 4 total passengers.,Entrance - Snowmobile
517,469,20.0,"Entry for visitors on foot, bicycle, ski, etc., when 16 years of age or older.",Entrance - Per Person
518,469,20.0,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The cost is $25 + $20 per person. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Sedan
519,469,125.0,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Van
520,469,200.0,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Mini-bus
521,469,300.0,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",Commercial Entrance - Motor Coach
522,469,100.0,"Each non-US resident aged 16 and older visiting Yellowstone National Park must pay a $100 nonresident fee (in addition to the standard entrance fee), unless admitted with an Annual or America the Beautiful Pass. This includes nonresidents entering as part of a commercial tour group, commercial use authorization (CUA) group, or concessioner tour group.",Nonresident
523,470,15.0,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne,Entrance - Per Person
524,471,35.0,"This fee is valid for seven consecutive days for a non-commercial car, pickup truck, RV, or van with 15 or fewer passenger seats. This fee covers the vehicle and everyone inside of it. Per-person nonresident fees still apply.",Entrance - Private Vehicle
525,471,30.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. Per-person nonresident fees still apply.",Entrance - Motorcycle
526,471,20.0,"This fee is valid for seven consecutive days for people entering on foot, a bicycle, a horse, or a non-commercial bus or van. People 15 years and younger are free.",Entrance - Per Person
527,471,300.0,The per-person fee is $20 to a maximum of $300 per vehicle. People 15 years and younger are free.,Entrance - Non-commercial Groups
528,471,0.0,An educational fee waiver is available for educational and scientific groups that are accredited or tax-exempt for educational purposes planning a trip for educational or scientific purposes related to Yosemite that is not primarily recreational.,Entrance - Education/Academic Groups
529,471,20.0,The fee is $20 per person for any resident 16 years or older. For any nonresident the fee is $100 per person for anyone 16 years or older. This fee is valid for seven consecutive days.,Commercial Entrance - Per Person
530,471,100.0,"Each non-US resident aged 16 and older visiting Yosemite National Park must pay a $100 nonresident fee (in addition to the standard entrance fee), unless admitted with an Annual or America the Beautiful Pass. This includes nonresidents entering as part of a commercial tour group, commercial use authorization (CUA) group, or concessioner tour group.",Nonresident
531,471,200.0,This fee is valid for seven consecutive days. For any nonresident there is an additional fee of $100 per person for anyone 16 years or older. A commercial use authorization is required.,Commercial Entrance - Mini-bus
532,471,300.0,This fee is valid for seven consecutive days. For any nonresident there is an additional fee of $100 per person for anyone 16 years or older. A commercial use authorization is required.,Commercial Entrance - Motor Coach
533,474,35.0,"Admits private, non-commercial vehicle (15 passenger capacity or less) and all occupants to Zion National Park. Valid for 1-7 days.",Entrance - Private Vehicle
534,474,30.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
535,474,20.0,"Admits one individual with no car to Zion National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Valid for 1-7 days.",Entrance - Snowmobile
536,474,20.0,"Admits one individual with no car to Zion National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Valid for 1-7 days.",Entrance - Per Person
537,474,20.0,$20 per person. Non-commercial vehicles with a capacity of 16 or greater. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and under are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry at the per person rate. Pass and photo ID must be present upon entry.,Entrance - Non-commercial Groups
538,474,70.0,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.",Commercial Entrance - Van
539,474,80.0,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.",Commercial Entrance - Mini-bus
540,474,190.0,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.",Commercial Entrance - Motor Coach
541,474,20.0,"A commercial tour is defined as one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Vehicles with commercial tours of 1-6 people (not including guide) pay $35 per vehicle + $20 per person with a total fee not to exceed $70.

Passengers can use valid weekly, annual, lifetime, or appreciation passes.",Commercial Entrance - Per Person
542,474,100.0,"Each non-US resident aged 16 and older visiting Zion National Park must pay a $100 nonresident fee (in addition to the standard entrance fee), unless admitted with an Annual or America the Beautiful Pass. This includes nonresidents entering as part of a commercial tour group, commercial use authorization (CUA) group, or concessioner tour group.",Nonresident
